pair_uid,data_bucket,candidate_language,split_name,split_component_id,review_label,review_stratum,usable_for_supervision,usable_for_core_transfer,candidate_rule_hits,shared_contact_count,shared_pgp_fingerprint_count,shared_title_count,shared_description_count,embedding_cosine_multilingual_e5_large,embedding_cosine_bge_m3,embedding_cosine_labse,structural_support_score_raw,source_seller_raw_left,source_seller_raw_right,identity_label,evidence_type,evidence_type_confident,identity_training_eligible,has_direct_identifier_signal,has_template_clone_signal,has_semantic_topic_signal,has_public_contact_or_url_noise_signal,evidence_type_reasons
market_item.xlsx|agartha market|seller_raw:ProGlobalSam||market_item.xlsx|agartha market|seller_raw:tonyplug,en_content_train_pool,en,train,comp_00030,negative,semantic_structural,1,1,,,,,,0.940505,0.926931,0.943552,0.607678,ProGlobalSam,tonyplug,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:pabloescobar007||market_item.xlsx|agartha market|seller_raw:swisstreet,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.965194,0.975592,0.974802,0.87131,pabloescobar007,swisstreet,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:eurodrug||market_item.xlsx|silk road 3.1|seller_raw:eurodruggs,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.920467,0.886431,0.891144,0.561134,eurodrug,eurodruggs,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:Karky (100%)||market_item.xlsx|apollon market|seller_raw:greatwhite (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.866862,0.838484,0.826637,0.452843,Karky (100%),greatwhite (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:justpornstore||market_item.xlsx|darkfox market|seller_raw:Justporn,en_content_train_pool,en,valid,comp_00131,negative,semantic_structural,1,1,,,,,,0.951926,0.920878,0.929268,0.578022,justpornstore,Justporn,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|silk road 3.1|seller_raw:ChokoLoko||market_item.xlsx|silk road 3.1|seller_raw:Moneyman22,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.920032,0.907423,0.904964,0.454132,ChokoLoko,Moneyman22,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:der3313||market_item.xlsx|silk road 3.1|seller_raw:zymo,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.933065,0.918508,0.915971,0.843372,der3313,zymo,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:Walgreens||market_item.xlsx|agartha market|seller_raw:fivestarlegit,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.930504,0.910091,0.947279,0.243275,Walgreens,fivestarlegit,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:CCSELL||market_item.xlsx|silk road 3.1|seller_raw:r00ter,en_content_train_pool,en,train,comp_00181,negative,semantic_structural,1,1,,,,,,0.891519,0.858252,0.746416,0.933884,CCSELL,r00ter,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|Cartel|seller_raw:themoons||market_item.xlsx|vice city|seller_raw:Perfectway,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.916118,0.853308,0.90166,0.412568,themoons,Perfectway,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:metou||market_item.xlsx|silk road 3.1|seller_raw:stimple,en_content_train_pool,en,train,comp_00275,negative,semantic_structural,1,1,,,,,,0.900154,0.840488,0.891172,0.73768,metou,stimple,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:CCSELL||market_item.xlsx|silk road 3.1|seller_raw:CCSELL123,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.986674,0.982522,0.989375,0.998539,CCSELL,CCSELL123,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:sm0ke||market_item.xlsx|silk road 3.1|seller_raw:SonOfAGun,en_content_train_pool,en,train,comp_00141,negative,semantic_structural,1,1,,,,,,0.911331,0.860034,0.861177,0.530435,sm0ke,SonOfAGun,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:Ketaminedomestic||market_item.xlsx|vice city|seller_raw:Suriv01,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.944043,0.901599,0.91941,0.402302,Ketaminedomestic,Suriv01,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|apollon market|seller_raw:NHS_UK (100%)||market_item.xlsx|apollon market|seller_raw:UKMASTERS (95%),en_content_train_pool,en,train,comp_00085,negative,semantic_structural,1,1,,,,,,0.930137,0.908852,0.935186,0.846475,NHS_UK (100%),UKMASTERS (95%),different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:cicinaty (98%)||market_item.xlsx|darkfox market|seller_raw:procarder2,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.89725,0.851326,0.90882,0.388807,cicinaty (98%),procarder2,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Clayton||market_item.xlsx|silk road 3.1|seller_raw:luckyweed,en_content_train_pool,en,train,comp_00184,negative,semantic_structural,1,1,,,,,,0.893432,0.877688,0.807503,0.893632,Clayton,luckyweed,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:bestgroup1 (100%)||market_item.xlsx|dark0de|seller_raw:monsterlabstore,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.934367,0.9182,0.930145,0.635086,bestgroup1 (100%),monsterlabstore,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|agartha market|seller_raw:firsttrust420||market_item.xlsx|agartha market|seller_raw:stonerpharma247,en_content_train_pool,en,test,comp_00047,negative,semantic_structural,1,1,,,,,,0.924761,0.911331,0.91819,0.721202,firsttrust420,stonerpharma247,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:twinkle (96%)||market_item.xlsx|vice city|seller_raw:Flexowned,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.925529,0.880046,0.941361,0.393548,twinkle (96%),Flexowned,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:MisterMush||market_item.xlsx|silk road 3.1|seller_raw:mhippy,en_content_train_pool,en,train,comp_00220,negative,semantic_structural,1,1,,,,,,0.902667,0.752797,0.732175,0.875561,MisterMush,mhippy,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|dark0de|seller_raw:onlyxans||market_item.xlsx|dark0de|seller_raw:thegingerbreadmann,en_content_train_pool,en,train,comp_00110,negative,semantic_structural,1,1,,,,,,0.903467,0.838258,0.870343,0.545366,onlyxans,thegingerbreadmann,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:lloydspharma||market_item.xlsx|dark0de|seller_raw:lloydspharma1,en_content_train_pool,en,test,comp_00025,positive,text_clone_primary,1,1,,,,,,0.94714,0.933185,0.944867,0.395742,lloydspharma,lloydspharma1,same_controller,same_controller_style_structural_soft,1,1,0,1,0,0,positive_without_direct_identifier
market_item.xlsx|silk road 3.1|seller_raw:QuantichR||market_item.xlsx|silk road 3.1|seller_raw:endofmypain,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.927217,0.9197,0.832426,0.763149,QuantichR,endofmypain,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:bennyman||market_item.xlsx|silk road 3.1|seller_raw:remijouly,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.932824,0.934955,0.912874,0.83146,bennyman,remijouly,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:powerpuffuk||market_item.xlsx|monopoly market|seller_raw:sponge,en_content_train_pool,en,train,comp_00139,negative,semantic_structural,1,1,,,,,,0.915778,0.879373,0.8826,0.561466,powerpuffuk,sponge,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Wellplay||market_item.xlsx|versus market|seller_raw:wealthly,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.925521,0.857759,0.89736,0.382802,Wellplay,wealthly,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
market_item.xlsx|Lime|seller_raw:darklord||market_item.xlsx|Lime|seller_raw:tomandjerry1,en_content_train_pool,en,train,comp_00037,negative,semantic_structural,1,1,,,,,,0.907767,0.876357,0.904182,0.529602,darklord,tomandjerry1,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:NextLevel (100%)||market_item.xlsx|apollon market|seller_raw:thefuture (100%),en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.948291,0.89932,0.943035,0.566733,NextLevel (100%),thefuture (100%),uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Stoney14||market_item.xlsx|silk road 3.1|seller_raw:TheBitcoinExchange,en_content_train_pool,en,train,comp_00239,negative,semantic_structural,1,1,,,,,,0.890544,0.845784,0.77957,0.856091,Stoney14,TheBitcoinExchange,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:DutchGood||market_item.xlsx|silk road 3.1|seller_raw:DutchSupplyy,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.914387,0.872965,0.913036,0.643438,DutchGood,DutchSupplyy,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|dark0de|seller_raw:thegingerbreadmann||market_item.xlsx|dark0de|seller_raw:xanman007,en_content_train_pool,en,train,comp_00110,negative,semantic_structural,1,1,,,,,,0.905349,0.841052,0.836958,0.674069,thegingerbreadmann,xanman007,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:AnonAmazonAffiliate||market_item.xlsx|silk road 3.1|seller_raw:IgotVPN,en_content_train_pool,en,train,comp_00171,negative,semantic_structural,1,1,,,,,,0.883444,0.847587,0.861074,0.737971,AnonAmazonAffiliate,IgotVPN,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|dark0de|seller_raw:50bucks||market_item.xlsx|dark0de|seller_raw:toto1909,en_content_train_pool,en,test,comp_00015,negative,semantic_structural,1,1,,,,,,0.866921,0.790324,0.767594,0.801027,50bucks,toto1909,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:Jasperfly||market_item.xlsx|tor2door market|seller_raw:Firefly,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.894765,0.868594,0.941148,0.359826,Jasperfly,Firefly,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Randyk||market_item.xlsx|silk road 3.1|seller_raw:maxcell5555,en_content_train_pool,en,train,comp_00227,negative,semantic_structural,1,1,,,,,,0.916317,0.925578,0.932843,0.820422,Randyk,maxcell5555,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|cypher market|seller_raw:realchemsupplier||market_item.xlsx|dark0de|seller_raw:realchemsuppliers,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.925562,0.911234,0.964316,0.540712,realchemsupplier,realchemsuppliers,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|agartha market|seller_raw:beckynaf||market_item.xlsx|agartha market|seller_raw:wolfhon66,en_content_train_pool,en,train,comp_00030,negative,semantic_structural,1,1,,,,,,0.925733,0.922692,0.945443,0.569992,beckynaf,wolfhon66,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Lime|seller_raw:johnstone||market_item.xlsx|Lime|seller_raw:quick45,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.913494,0.882717,0.867158,0.339557,johnstone,quick45,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:geazy||market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.929188,0.912617,0.903854,0.819294,geazy,premiumaccounts,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:DavidSmith1337||market_item.xlsx|silk road 3.1|seller_raw:sneakmasterflex,en_content_train_pool,en,train,comp_00191,negative,semantic_structural,1,1,,,,,,0.911365,0.827035,0.814816,0.704275,DavidSmith1337,sneakmasterflex,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|Cartel|seller_raw:reditonsales||market_item.xlsx|vice city|seller_raw:Mrlegit,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.915917,0.90883,0.940275,0.094144,reditonsales,Mrlegit,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:Benjo||market_item.xlsx|silk road 3.1|seller_raw:kennedybrown,en_content_train_pool,en,test,comp_00175,negative,semantic_structural,1,1,,,,,,0.950133,0.942016,0.930916,0.717873,Benjo,kennedybrown,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|agartha market|seller_raw:CannaCare||market_item.xlsx|agartha market|seller_raw:SolutionCenter,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.958719,0.936888,0.953576,0.621535,CannaCare,SolutionCenter,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|Cartel|seller_raw:NeighborJimi||market_item.xlsx|vice city|seller_raw:Neighborjiminl,en_content_train_pool,en,uncertain_holdout,,uncertain,semantic_structural,0,0,,,,,,0.947649,0.934979,0.906615,0.515095,NeighborJimi,Neighborjiminl,uncertain,uncertain_insufficient_evidence,0,0,0,0,0,0,uncertain_or_not_supervision_label
market_item.xlsx|cypher market|seller_raw:Ssuriv01||market_item.xlsx|vice city|seller_raw:Suriv01,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.924934,0.899472,0.910721,0.403611,Ssuriv01,Suriv01,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|darkfox market|seller_raw:weaver777||market_item.xlsx|vice city|seller_raw:Ctrel,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.959208,0.933729,0.947604,0.38486,weaver777,Ctrel,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|darkfox market|seller_raw:MOLADVI||market_item.xlsx|darkfox market|seller_raw:tornadoengine,en_content_train_pool,en,train,comp_00148,negative,semantic_structural,1,1,,,,,,0.902903,0.864675,0.869514,0.745335,MOLADVI,tornadoengine,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:AccountCartel||market_item.xlsx|silk road 3.1|seller_raw:misaca,en_content_train_pool,en,test,comp_00165,negative,semantic_structural,1,1,,,,,,0.909592,0.862777,0.804299,0.632436,AccountCartel,misaca,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:TransferMafia||market_item.xlsx|silk road 3.1|seller_raw:WellsFargoAccs,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.910651,0.890004,0.891405,0.516221,TransferMafia,WellsFargoAccs,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|silk road 3.1|seller_raw:SubsOnly||market_item.xlsx|silk road 3.1|seller_raw:thedevilsadvocate,en_content_train_pool,en,train,comp_00141,negative,semantic_structural,1,1,,,,,,0.932087,0.912439,0.827717,0.916063,SubsOnly,thedevilsadvocate,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|silk road 3.1|seller_raw:Gilli||market_item.xlsx|silk road 3.1|seller_raw:somebody15,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.947199,0.913918,0.902362,0.412119,Gilli,somebody15,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|agartha market|seller_raw:GehLegit||market_item.xlsx|agartha market|seller_raw:legitsupply,en_content_train_pool,en,train,comp_00030,positive,identifier_plus_text,1,1,,,,,,0.930756,0.907723,0.951386,0.738381,GehLegit,legitsupply,same_controller,same_controller_direct_identifier,1,1,1,1,0,1,feature_has_shared_contact_exact|feature_shared_contact_count|review_stratum:identifier
market_item.xlsx|silk road 3.1|seller_raw:WeedStore||market_item.xlsx|silk road 3.1|seller_raw:ronster6669,en_content_train_pool,en,train,comp_00216,negative,semantic_structural,1,1,,,,,,0.906146,0.856503,0.812805,0.886191,WeedStore,ronster6669,different_controller,ordinary_negative,1,1,0,0,0,0,negative_without_hard_ambiguity
market_item.xlsx|apollon market|seller_raw:Xdealer (100%)||market_item.xlsx|dark0de|seller_raw:mushroomqueen,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.940215,0.898537,0.938068,0.558738,Xdealer (100%),mushroomqueen,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,0,uncertain_or_not_supervision_label
market_item.xlsx|versus market|seller_raw:Premierpharma||market_item.xlsx|versus market|seller_raw:stealthmedsuk,en_content_train_pool,en,train,comp_00283,negative,semantic_structural,1,1,,,,,,0.940022,0.930525,0.958169,0.790436,Premierpharma,stealthmedsuk,different_controller,public_contact_or_url_noise,1,1,0,0,0,1,review_notes_public_or_non_seller_keyword
market_item.xlsx|dark0de|seller_raw:familia55||market_item.xlsx|darkfox market|seller_raw:LaFamilia55,en_content_train_pool,en,uncertain_holdout,,uncertain,text_clone_primary,0,0,,,,,,0.949854,0.922545,0.9201,0.436307,familia55,LaFamilia55,uncertain,uncertain_insufficient_evidence,0,0,0,1,0,1,uncertain_or_not_supervision_label
